index,Isolate,AMIKACIN,AMOXICILLIN,AMOXICILLIN_CLAVULANATE,CAPREOMYCIN,CIPROFLOXACIN,CLARITHROMYCIN,CLOFAZIMINE,CYCLOSERINE,ETHAMBUTOL,ETHIONAMIDE,GATIFLOXACIN,ISONIAZID,KANAMYCIN,LEVOFLOXACIN,MOXIFLOXACIN,NICOTINAMIDE,OFLOXACIN,PARA-AMINOSALICYLIC_ACID,PROTHIONAMIDE,PYRAZINAMIDE,RIFABUTIN,RIFAMPICIN,STREPTOMYCIN,category,ETHIOMIDE,IMIPENEM,LINEZOLID,OXIFLOXACIN,PARA_AMINOSALICYLIC_ACID,run,run_combined,bioproject,biosample,internal,path,Isolate_original,accessions
4557,SAMEA1707438,S,,,S,,,,,S,,,R,,,S,,S,,R,S,,R,R,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA1707438/pilon/SAMEA1707438.vcf,SAMEA1707438,SAMEA1707438
4560,SAMEA1707446,S,,,R,,,,,R,,,R,,,R,,S,,S,R,,R,R,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA1707446/pilon/SAMEA1707446.vcf,SAMEA1707446,SAMEA1707446
4562,SAMEA1707450,S,,,S,,,,,R,,,R,,,S,,S,,R,R,,R,R,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA1707450/pilon/SAMEA1707450.vcf,SAMEA1707450,SAMEA1707450
4564,SAMEA1707452,S,,,S,,,,,S,,,R,,,S,,S,,R,S,,R,R,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA1707452/pilon/SAMEA1707452.vcf,SAMEA1707452,SAMEA1707452
4567,SAMEA1707460,S,,,S,,,,,R,,,R,,,R,,S,,R,S,,R,R,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA1707460/pilon/SAMEA1707460.vcf,SAMEA1707460,SAMEA1707460
4568,SAMEA1707464,,,,,,,,,S,,,R,,,,,,,,S,,S,S,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA1707464/pilon/SAMEA1707464.vcf,SAMEA1707464,SAMEA1707464
4569,SAMEA1707466,S,,,S,,,,,S,,,R,,,S,,S,,R,S,,R,R,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA1707466/pilon/SAMEA1707466.vcf,SAMEA1707466,SAMEA1707466
4571,SAMEA1707468,R,,,S,,,,,R,,,R,,,S,,S,,S,S,,R,R,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA1707468/pilon/SAMEA1707468.vcf,SAMEA1707468,SAMEA1707468
4573,SAMEA1707471,S,,,S,,,,,R,,,R,,,S,,S,,R,S,,R,R,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA1707471/pilon/SAMEA1707471.vcf,SAMEA1707471,SAMEA1707471
4575,SAMEA1707475,S,,,S,,,,,S,,,R,,,S,,S,,R,S,,R,R,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA1707475/pilon/SAMEA1707475.vcf,SAMEA1707475,SAMEA1707475
4580,SAMEA1707482,S,,,S,,,,,S,,,R,,,S,,S,,S,S,,S,R,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA1707482/pilon/SAMEA1707482.vcf,SAMEA1707482,SAMEA1707482
4581,SAMEA1707484,,,,,,,,,S,,,R,,,,,,,,S,,S,R,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA1707484/pilon/SAMEA1707484.vcf,SAMEA1707484,SAMEA1707484
4582,SAMEA1707486,S,,,S,,,,,S,,,R,,,S,,S,,S,R,,R,R,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA1707486/pilon/SAMEA1707486.vcf,SAMEA1707486,SAMEA1707486
4583,SAMEA1707487,,,,,,,,,S,,,R,,,,,,,,S,,S,R,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA1707487/pilon/SAMEA1707487.vcf,SAMEA1707487,SAMEA1707487
4584,SAMEA1707488,S,,,S,,,,,R,,,R,,,S,,S,,R,R,,R,R,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA1707488/pilon/SAMEA1707488.vcf,SAMEA1707488,SAMEA1707488
4585,SAMEA1707490,S,,,S,,,,,R,,,R,,,S,,S,,S,R,,R,R,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA1707490/pilon/SAMEA1707490.vcf,SAMEA1707490,SAMEA1707490
4586,SAMEA1707491,S,,,S,,,,,R,,,R,,,R,,R,,R,S,,R,R,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA1707491/pilon/SAMEA1707491.vcf,SAMEA1707491,SAMEA1707491
4589,SAMEA1707498,,,,,,,,,S,,,R,,,,,,,,R,,S,R,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA1707498/pilon/SAMEA1707498.vcf,SAMEA1707498,SAMEA1707498
4590,SAMEA1707500,S,,,S,,,,,S,,,R,,,S,,S,,S,S,,R,S,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA1707500/pilon/SAMEA1707500.vcf,SAMEA1707500,SAMEA1707500
4591,SAMEA1707502,S,,,S,,,,,R,,,R,,,S,,S,,R,R,,R,R,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA1707502/pilon/SAMEA1707502.vcf,SAMEA1707502,SAMEA1707502
4592,SAMEA1707504,S,,,S,,,,,S,,,R,,,R,,S,,R,S,,R,R,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA1707504/pilon/SAMEA1707504.vcf,SAMEA1707504,SAMEA1707504
4593,SAMEA1707505,,,,,,,,,R,,,R,,,,,,,,S,,S,R,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA1707505/pilon/SAMEA1707505.vcf,SAMEA1707505,SAMEA1707505
4595,SAMEA1707511,S,,,S,,,,,S,,,R,,,S,,R,,R,R,,R,R,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA1707511/pilon/SAMEA1707511.vcf,SAMEA1707511,SAMEA1707511
4597,SAMEA1707514,,,,,,,,,S,,,R,,,,,,,,R,,S,R,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA1707514/pilon/SAMEA1707514.vcf,SAMEA1707514,SAMEA1707514
4598,SAMEA1707516,S,,,S,,,,,R,,,R,,,R,,R,,S,S,,R,R,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA1707516/pilon/SAMEA1707516.vcf,SAMEA1707516,SAMEA1707516
4601,SAMEA1707521,,,,,,,,,R,,,S,,,,,,,,S,,S,R,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA1707521/pilon/SAMEA1707521.vcf,SAMEA1707521,SAMEA1707521
4602,SAMEA1707523,S,,,S,,,,,S,,,R,,,R,,S,,S,S,,R,R,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA1707523/pilon/SAMEA1707523.vcf,SAMEA1707523,SAMEA1707523
4603,SAMEA1707524,S,,,S,,,,,S,,,R,,,S,,S,,S,S,,R,R,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA1707524/pilon/SAMEA1707524.vcf,SAMEA1707524,SAMEA1707524
4604,SAMEA1707526,,,,,,,,,S,,,R,,,,,,,,S,,S,R,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA1707526/pilon/SAMEA1707526.vcf,SAMEA1707526,SAMEA1707526
4608,SAMEA1707532,,,,,,,,,S,,,R,,,,,,,,S,,S,R,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA1707532/pilon/SAMEA1707532.vcf,SAMEA1707532,SAMEA1707532
4609,SAMEA1707533,,,,,,,,,S,,,R,,,,,,,,S,,S,R,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA1707533/pilon/SAMEA1707533.vcf,SAMEA1707533,SAMEA1707533
4610,SAMEA1707535,S,,,S,,,,,R,,,R,,,R,,S,,S,S,,R,S,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA1707535/pilon/SAMEA1707535.vcf,SAMEA1707535,SAMEA1707535
4615,SAMEA1707543,S,,,S,,,,,R,,,R,,,S,,S,,R,R,,R,R,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA1707543/pilon/SAMEA1707543.vcf,SAMEA1707543,SAMEA1707543
4617,SAMEA1707547,,,,,,,,,S,,,R,,,,,,,,S,,S,S,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA1707547/pilon/SAMEA1707547.vcf,SAMEA1707547,SAMEA1707547
4618,SAMEA1707548,S,,,S,,,,,R,,,R,,,S,,S,,S,S,,R,S,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA1707548/pilon/SAMEA1707548.vcf,SAMEA1707548,SAMEA1707548
4619,SAMEA1707549,R,,,R,,,,,R,,,R,,,R,,R,,R,R,,R,R,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA1707549/pilon/SAMEA1707549.vcf,SAMEA1707549,SAMEA1707549
4620,SAMEA1707551,S,,,S,,,,,R,,,R,,,S,,S,,S,S,,R,R,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA1707551/pilon/SAMEA1707551.vcf,SAMEA1707551,SAMEA1707551
4621,SAMEA1707552,S,,,S,,,,,R,,,R,,,S,,S,,R,S,,R,R,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA1707552/pilon/SAMEA1707552.vcf,SAMEA1707552,SAMEA1707552
4622,SAMEA1707556,,,,,,,,,S,,,R,,,,,,,,S,,S,R,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA1707556/pilon/SAMEA1707556.vcf,SAMEA1707556,SAMEA1707556
4624,SAMEA1707558,S,,,S,,,,,S,,,R,,,R,,R,,R,S,,R,R,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA1707558/pilon/SAMEA1707558.vcf,SAMEA1707558,SAMEA1707558
4625,SAMEA1707562,S,,,R,,,,,S,,,R,,,S,,S,,S,S,,R,R,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA1707562/pilon/SAMEA1707562.vcf,SAMEA1707562,SAMEA1707562
4626,SAMEA1707564,S,,,S,,,,,S,,,R,,,R,,S,,S,S,,R,S,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA1707564/pilon/SAMEA1707564.vcf,SAMEA1707564,SAMEA1707564
4627,SAMEA1707565,S,,,S,,,,,R,,,R,,,S,,S,,S,S,,R,R,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA1707565/pilon/SAMEA1707565.vcf,SAMEA1707565,SAMEA1707565
4628,SAMEA1707573,S,,,S,,,,,S,,,R,,,S,,S,,,R,,R,R,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA1707573/pilon/SAMEA1707573.vcf,SAMEA1707573,SAMEA1707573
4629,SAMEA1707574,S,,,S,,,,,R,,,R,,,,,S,,S,S,,R,R,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA1707574/pilon/SAMEA1707574.vcf,SAMEA1707574,SAMEA1707574
4630,SAMEA1707575,S,,,S,,,,,R,,,R,,,S,,S,,R,R,,R,R,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA1707575/pilon/SAMEA1707575.vcf,SAMEA1707575,SAMEA1707575
4643,SAMEA1708203,,,,,,,,,S,,,R,,,,,,,,S,,S,R,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA1708203/pilon/SAMEA1708203.vcf,SAMEA1708203,SAMEA1708203
4654,SAMEA1708225,,,,,,,,,S,,,R,,,,,,,,S,,S,R,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA1708225/pilon/SAMEA1708225.vcf,SAMEA1708225,SAMEA1708225
4664,SAMEA1708242,,,,,,,,,S,,,R,,,,,,,,S,,S,S,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA1708242/pilon/SAMEA1708242.vcf,SAMEA1708242,SAMEA1708242
4665,SAMEA1708243,,,,,,,,,S,,,R,,,,,,,,NAN,,S,,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA1708243/pilon/SAMEA1708243.vcf,SAMEA1708243,SAMEA1708243
4672,SAMEA1708255,,,,,,,,,S,,,R,,,,,,,,S,,S,,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA1708255/pilon/SAMEA1708255.vcf,SAMEA1708255,SAMEA1708255
4684,SAMEA1708273,,,,,,,,,S,,,R,,,,,,,,S,,S,R,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA1708273/pilon/SAMEA1708273.vcf,SAMEA1708273,SAMEA1708273
4685,SAMEA1708274,,,,,,,,,S,,,R,,,,,,,,S,,S,S,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA1708274/pilon/SAMEA1708274.vcf,SAMEA1708274,SAMEA1708274
4686,SAMEA1708276,,,,,,,,,S,,,R,,,,,,,,S,,S,S,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA1708276/pilon/SAMEA1708276.vcf,SAMEA1708276,SAMEA1708276
4701,SAMEA1708306,,,,,,,,,S,,,R,,,,,,,,S,,S,S,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA1708306/pilon/SAMEA1708306.vcf,SAMEA1708306,SAMEA1708306
4732,SAMEA1708362,,,,,,,,,S,,,R,,,,,,,,NAN,,S,S,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA1708362/pilon/SAMEA1708362.vcf,SAMEA1708362,SAMEA1708362
4734,SAMEA1708366,,,,,,,,,S,,,R,,,,,,,,S,,S,R,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA1708366/pilon/SAMEA1708366.vcf,SAMEA1708366,SAMEA1708366
4763,SAMEA1708419,,,,,,,,,S,,,R,,,,,,,,S,,S,S,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA1708419/pilon/SAMEA1708419.vcf,SAMEA1708419,SAMEA1708419
4795,SAMEA1708469,,,,,,,,,S,,,R,,,,,,,,S,,S,S,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA1708469/pilon/SAMEA1708469.vcf,SAMEA1708469,SAMEA1708469
4808,SAMEA1708489,,,,,,,,,S,,,R,,,,,,,,S,,S,S,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA1708489/pilon/SAMEA1708489.vcf,SAMEA1708489,SAMEA1708489
4814,SAMEA2296953,S,R,,S,,,,,R,,,R,S,,R,,R,,,R,,R,R,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA2296953/pilon/SAMEA2296953.vcf,SAMEA2296953,SAMEA2296953
4816,SAMEA2296957,,,,,,,,,S,,,S,,,,,,,,R,,S,S,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA2296957/pilon/SAMEA2296957.vcf,SAMEA2296957,SAMEA2296957
4825,SAMEA2296967,,,,,S,,,,S,,,R,,,,,,,,S,,S,R,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA2296967/pilon/SAMEA2296967.vcf,SAMEA2296967,SAMEA2296967
4828,SAMEA2296970,,,,,,,,,S,,,R,,,,,,,,S,,S,S,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA2296970/pilon/SAMEA2296970.vcf,SAMEA2296970,SAMEA2296970
4848,SAMEA2296993,S,S,,S,,,,,S,,,R,S,,S,,S,,,S,,S,S,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA2296993/pilon/SAMEA2296993.vcf,SAMEA2296993,SAMEA2296993
4856,SAMEA2297002,,,,,,,,,R,,,S,,,,,,,,S,,S,S,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA2297002/pilon/SAMEA2297002.vcf,SAMEA2297002,SAMEA2297002
4872,SAMEA2297019,,,,,,,,,S,,,S,,,,,,,,R,,S,S,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA2297019/pilon/SAMEA2297019.vcf,SAMEA2297019,SAMEA2297019
4883,SAMEA2297031,,,,,,,,,S,,,S,,,,,,,,R,,S,S,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA2297031/pilon/SAMEA2297031.vcf,SAMEA2297031,SAMEA2297031
4892,SAMEA2297040,S,S,,S,,,,,S,,,S,S,,S,,S,,,S,,R,S,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA2297040/pilon/SAMEA2297040.vcf,SAMEA2297040,SAMEA2297040
4916,SAMEA2297075,S,S,,S,,,,,S,,,R,S,,S,,S,,,R,,S,S,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA2297075/pilon/SAMEA2297075.vcf,SAMEA2297075,SAMEA2297075
4928,SAMEA2297088,R,S,,R,,,,,R,,,R,R,,S,,S,,,S,,NAN,S,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA2297088/pilon/SAMEA2297088.vcf,SAMEA2297088,SAMEA2297088
4935,SAMEA2297095,,,,,,,,,S,,,S,,,,,,,,R,,S,S,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA2297095/pilon/SAMEA2297095.vcf,SAMEA2297095,SAMEA2297095
4952,SAMEA2297114,,,,,,,,,S,,,R,,,,,,,,S,,S,S,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA2297114/pilon/SAMEA2297114.vcf,SAMEA2297114,SAMEA2297114
4960,SAMEA2297124,S,S,,S,,,,,R,,,R,S,,S,,S,,,R,,R,R,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA2297124/pilon/SAMEA2297124.vcf,SAMEA2297124,SAMEA2297124
4983,SAMEA2297155,,,,,,,,,S,,,R,,,,,,,,S,,S,R,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA2297155/pilon/SAMEA2297155.vcf,SAMEA2297155,SAMEA2297155
4992,SAMEA2297166,,,,,,,,,NAN,,,R,,,,,,,,NAN,,NAN,,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA2297166/pilon/SAMEA2297166.vcf,SAMEA2297166,SAMEA2297166
4998,SAMEA2297177,,,,,S,,,,S,,,R,,,,,,,,S,,S,R,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA2297177/pilon/SAMEA2297177.vcf,SAMEA2297177,SAMEA2297177
5036,SAMEA2533364,,,,,,,,,S,,,R,,,,,,,,R,,R,R,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA2533364/pilon/SAMEA2533364.vcf,SAMEA2533364,SAMEA2533364
5037,SAMEA2533365,S,S,,S,,,,,R,,,R,,,,,S,,,S,,R,R,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA2533365/pilon/SAMEA2533365.vcf,SAMEA2533365,SAMEA2533365
5040,SAMEA2533368,S,S,,S,,,,,R,,,R,,,,,S,,,S,,R,R,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA2533368/pilon/SAMEA2533368.vcf,SAMEA2533368,SAMEA2533368
5042,SAMEA2533372,S,,,S,,,,S,S,S,,R,,,,,S,S,,R,,S,R,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA2533372/pilon/SAMEA2533372.vcf,SAMEA2533372,SAMEA2533372
5046,SAMEA2533376,,,,,,,,,R,,,R,,,,,,,,R,,R,R,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA2533376/pilon/SAMEA2533376.vcf,SAMEA2533376,SAMEA2533376
5047,SAMEA2533377,S,S,,S,,,,,R,,,R,,,,,S,,,R,,R,R,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA2533377/pilon/SAMEA2533377.vcf,SAMEA2533377,SAMEA2533377
5048,SAMEA2533379,R,S,,R,,,,,R,,,R,,,,,S,,,R,,R,R,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA2533379/pilon/SAMEA2533379.vcf,SAMEA2533379,SAMEA2533379
5049,SAMEA2533380,,,,,,,,,R,,,R,,,,,,,,NAN,,R,R,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA2533380/pilon/SAMEA2533380.vcf,SAMEA2533380,SAMEA2533380
5052,SAMEA2533385,,,,,,,,,R,,,R,,,,,,,,S,,R,R,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA2533385/pilon/SAMEA2533385.vcf,SAMEA2533385,SAMEA2533385
5054,SAMEA2533389,R,R,,R,,,,,R,,,R,,,,,R,,,R,,R,R,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA2533389/pilon/SAMEA2533389.vcf,SAMEA2533389,SAMEA2533389
5055,SAMEA2533390,S,S,,S,,,,,R,,,R,,,,,S,,,S,,R,R,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA2533390/pilon/SAMEA2533390.vcf,SAMEA2533390,SAMEA2533390
5062,SAMEA2533402,,,,,,,,,S,,,R,,,,,,,,S,,S,R,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA2533402/pilon/SAMEA2533402.vcf,SAMEA2533402,SAMEA2533402
5067,SAMEA2533409,,,,,,,,,R,,,R,,,,,,,,S,,R,R,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA2533409/pilon/SAMEA2533409.vcf,SAMEA2533409,SAMEA2533409
5077,SAMEA2533423,S,,,S,,,,S,R,S,,R,,,,,S,S,,R,,R,R,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA2533423/pilon/SAMEA2533423.vcf,SAMEA2533423,SAMEA2533423
5081,SAMEA2533430,,,,,,,,,S,,,R,,,,,,,,S,,R,R,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA2533430/pilon/SAMEA2533430.vcf,SAMEA2533430,SAMEA2533430
5083,SAMEA2533433,R,S,,R,,,,,R,,,R,,,,,S,,,R,,R,R,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA2533433/pilon/SAMEA2533433.vcf,SAMEA2533433,SAMEA2533433
5088,SAMEA2533440,S,S,,S,,,,,R,,,R,,,,,S,,,R,,R,R,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA2533440/pilon/SAMEA2533440.vcf,SAMEA2533440,SAMEA2533440
5091,SAMEA2533443,S,S,,S,,,,,S,,,R,,,,,S,,,R,,R,R,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA2533443/pilon/SAMEA2533443.vcf,SAMEA2533443,SAMEA2533443
5092,SAMEA2533447,,S,,,,,,,S,,,R,,,,,S,,,R,,S,S,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA2533447/pilon/SAMEA2533447.vcf,SAMEA2533447,SAMEA2533447
5097,SAMEA2533453,,,,,,,,,R,,,R,,,,,,,,S,,R,R,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA2533453/pilon/SAMEA2533453.vcf,SAMEA2533453,SAMEA2533453
5101,SAMEA2533458,R,S,,R,,,,,S,,,R,,,,,S,,,R,,R,R,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA2533458/pilon/SAMEA2533458.vcf,SAMEA2533458,SAMEA2533458
5102,SAMEA2533459,S,S,,S,,,,,R,,,R,,,,,S,,,R,,R,R,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA2533459/pilon/SAMEA2533459.vcf,SAMEA2533459,SAMEA2533459
5105,SAMEA2533463,S,S,,S,,,,S,R,S,,R,,,,,S,S,,R,,R,R,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA2533463/pilon/SAMEA2533463.vcf,SAMEA2533463,SAMEA2533463
5106,SAMEA2533465,,,,,,,,,S,,,R,,,,,,,S,R,,S,R,set1_original_10202,,,,,,,,,,,/n/data1/hms/dbmi/farhat/rollingDB/genomic_data/SAMEA2533465/pilon/SAMEA2533465.vcf,SAMEA2533465,SAMEA2533465
